filename,Ground_Truth,Kaldi_Hypothesis,PocketSphinx_Hypothesis,DeepSpeech_Hypothesis,Kaldi_WER,Kaldi_MER,Kaldi_WIL,PocketSphinx_WER,PocketSphinx_MER,PocketSphinx_WIL,DeepSpeech_WER,DeepSpeech_MER,DeepSpeech_WIL
common_voice_en_13899,Citizens in areas affected by the typhoon are advised to leave their homes immediately.,citizens in areas affected by the typhoon are advised to leave their homes immediately,citizens again areas affected by a dog time code bottle of devised a cody with their homes they needed to me,citizens in area affected by the tyrolese to river homes iredale,0.0,0.0,0.0,1.0714285714285714,0.7142857142857143,0.8775510204081632,0.5,0.5,0.6818181818181819
common_voice_en_17273978,I'm not sure it'd be too healthy for you to be around me for a while.,i'm not sure it'd be too healthy for you to be around me for awhile,and underneath the penalty are you kidding around for awhile,a red shirt beheld quite round rile,0.125,0.125,0.18333333333333335,0.8125,0.8125,0.94375,1.0,1.0,1.0
common_voice_en_17251541,"Jacqueline, Micheal and Nicholas were often called Jack, Mike and Nokia.",jacquelyn michael and because that's what often called jack mike and nokia,ejected in my gun illegal less well than kong jet mind and whatnot,jack ryan might tell anyone for often called jack my canoe,0.45454545454545453,0.4166666666666667,0.6287878787878788,1.0909090909090908,0.9230769230769231,0.993006993006993,0.8181818181818182,0.75,0.9256198347107438
common_voice_en_1699,Everything looked diffuse after she took the narcotic.,everything looked the foose after she took the narcotic,arsenal to throw us off the sheik who a narcotic,a rising look afoot after she took the narcotic,0.25,0.2222222222222222,0.3194444444444444,1.125,0.9,0.9875,0.5,0.4444444444444444,0.6527777777777778
common_voice_en_17656384,"Don't overthink, just do it.",don't overtake just it,so so it's interesting that,don't torture,0.4,0.4,0.55,1.0,1.0,1.0,0.8,0.8,0.9
common_voice_en_17782099,"Watch out, blues ahead!",the out moves ahead,went out who's ahead,when told blushed,0.5,0.5,0.75,0.5,0.5,0.75,1.0,1.0,1.0
common_voice_en_113639,"If someone isn't what others want them to be, the others become angry.",if someone isn't what others want them to be the others become angry,if someone isn't what i was warned them to be young has become angry,if some one isn't what others one and to be the others become angry,0.0,0.0,0.0,0.38461538461538464,0.35714285714285715,0.554945054945055,0.3076923076923077,0.2857142857142857,0.4505494505494505
common_voice_en_16189,I have been waiting for you here at this oasis for a long time.,i have been waiting foryou iraq this also fought a long time,on ending the e. r. you are at this arson squad on on crack,i have been reading for nourrisson time,0.42857142857142855,0.42857142857142855,0.6190476190476191,0.7857142857142857,0.7857142857142857,0.9540816326530612,0.6428571428571429,0.6428571428571429,0.7448979591836735
common_voice_en_17274039,May I borrow some of your cartoons?,may i borrow some of your cartoons,railroads along your car loans,may abrogations,0.0,0.0,0.0,1.0,1.0,1.0,0.8571428571428571,0.8571428571428571,0.9285714285714286
common_voice_en_12118827,That is not fair at all!,that is not fair at all,don't use a little,that is not to,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.625
common_voice_en_17675938,"That guy over there likes to drink a lot, talk a lot, but do nothing.",that guy over there likes to drink a lot talk a lot but do nothing,like i do it that likes to drink a lot to go up spending i think,but over there like the dingo talk a lot but do nothing,0.0,0.0,0.0,0.7333333333333333,0.6875,0.8958333333333334,0.4666666666666667,0.4666666666666667,0.6444444444444445
common_voice_en_15735859,Form follows function.,from follows function ,prone full function,from fortunio,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.6666666666666666,0.6666666666666666,0.8888888888888888,1.0,1.0,1.0
common_voice_en_17875753,The stems of the tall glasses cracked and broke.,the stems of the tall glasses cracked and broke,the stems of the toll plazas cracked and broke,the stems of the tall glasses cracked and broke,0.0,0.0,0.0,0.2222222222222222,0.2222222222222222,0.3950617283950617,0.0,0.0,0.0
common_voice_en_17787575,I wrote my bachelor thesis with latex.,i wrote my bachelor thesis with latex,i don't live until the paces madly kicks,i hold my better oasis with late,0.0,0.0,0.0,1.0,0.875,0.9821428571428571,0.5714285714285714,0.5714285714285714,0.8163265306122449
common_voice_en_125399,Thai dancers happily going through their steps in unison.,the walker happy whoa whoa the,and oh wow i think i will always let in on and on,i went nationalisation,1.0,1.0,1.0,1.3333333333333333,0.9230769230769231,0.9914529914529915,1.0,1.0,1.0
common_voice_en_17347856,Can we please leave now?,the new,to lead the bureau,time was seen,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
common_voice_en_101879,An old man in a brown shirt stands while a crowd looks on,when an old man in a brown shirt stands while the crowd looks on,really when alone on the need to show that substance one who do at all,and no man in a brown shirt stands wide padlocks on,0.15384615384615385,0.14285714285714285,0.20879120879120883,1.1538461538461537,1.0,1.0,0.46153846153846156,0.46153846153846156,0.6573426573426573
common_voice_en_120615,Then why do you suppose he hasn't at least called up?,then why do you suppose he hasn't at least called up,why do you suppose innocent of these call that,then why is suppose he hasn't at least called,0.0,0.0,0.0,0.6363636363636364,0.6363636363636364,0.8383838383838385,0.2727272727272727,0.2727272727272727,0.3535353535353536
common_voice_en_147994,Then a man approached.,then a man approached,and then i'll manage outgrow it,then a man approved,0.0,0.0,0.0,1.25,0.8333333333333334,0.9583333333333334,0.25,0.25,0.4375
common_voice_en_17288229,"In addition, the feature axis is configurable.",in addison the theater access is configurable,in eddies in the next tuesday's gone be good for,in addition the bitter execution,0.42857142857142855,0.42857142857142855,0.6734693877551021,1.1428571428571428,0.8,0.9428571428571428,0.5714285714285714,0.5714285714285714,0.7428571428571429
common_voice_en_17718412,I guessed as much.,i guessed as much,i guess as monday,i guess as much,0.0,0.0,0.0,0.5,0.5,0.75,0.25,0.25,0.4375
common_voice_en_17264552,"After an avalanche buried the skiing resort, it was hard to determine its exact location.",after an avalanche buried with skiing resort it was hard to determine it's exact location,and after an avalanche buried in skinner's or how it goes hard to determine the exact location an,after an avalanche the scheme restore it was hard to determine its exact location ,0.06666666666666667,0.06666666666666667,0.12888888888888883,0.5333333333333333,0.4444444444444444,0.6296296296296297,0.2,0.2,0.3142857142857143
common_voice_en_17914760,The old warehouse is no longer storing any noxious chemicals.,the one would hope no longer touring and have yet to come,no one will lead normal lives were in and out the liquid,the old witenagemot common,0.9,0.75,0.925,1.2,1.0,1.0,0.8,0.8,0.9
common_voice_en_176526,I think you're a great guy.,i think you're a great guy ,i think you're a great guy,i think you are a great guy,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.2857142857142857,0.40476190476190477
common_voice_en_16953,How do you suppose Ken got that gun?,how do you suppose can watch that gun the,our bruce opposed them more than them,abuse can go that can,0.375,0.3333333333333333,0.5,1.0,1.0,1.0,0.875,0.875,0.975
common_voice_en_16185483,My friend Murad is coming in this weekend.,my friend murat is killing him this weekend,my friend marauders coming sweetie,my friend mara is coming in weekend,0.375,0.375,0.609375,0.625,0.625,0.775,0.25,0.25,0.3571428571428572
common_voice_en_11289258,He washed the detritus from his hair.,he watched the detritus from his head,we watched with the tortoise firms,he watched the detritus from his hair,0.2857142857142857,0.2857142857142857,0.4897959183673469,1.0,1.0,1.0,0.14285714285714285,0.14285714285714285,0.26530612244897966
common_voice_en_17255492,"""I have clearly been discriminated because of my sex"", the feminist complained.",i have clearly been discriminated because of my sex the feminists complain,i have really been discriminated 'cause my sense of them in scotland,i have clearly been discriminated because of my sex the families complain,0.16666666666666666,0.16666666666666666,0.30555555555555547,0.6666666666666666,0.6666666666666666,0.8888888888888888,0.16666666666666666,0.16666666666666666,0.30555555555555547
common_voice_en_1384,How about once more around the park?,how about once more around the park,boatload one small wrong,however at once more ran,0.0,0.0,0.0,1.0,1.0,1.0,0.7142857142857143,0.7142857142857143,0.8857142857142857
common_voice_en_1176960,"James Watt didn't invent the steam engine, but he improved it significantly.",james watt didn't invent the same engine but he improved it significantly,james wattenberg seen mentioned the interim hitting the fucking going,emarine seaton limousin defiantly,0.08333333333333333,0.08333333333333333,0.15972222222222232,0.8333333333333334,0.8333333333333334,0.9666666666666667,1.0,1.0,1.0
common_voice_en_17268798,"You two in the last row, stop giggling!",you two in the last row stop giggling ,due to the loss really stop eating,so too in the last rose stopped giggling,0.0,0.0,0.0,0.75,0.75,0.9285714285714286,0.5,0.5,0.75
common_voice_en_17249894,"Never advertise razors by shaving a monkey, it's cruel and results in lawsuits.",never advertise razors by shaving a monkey it's cruel and results in lawsuits,never advertised reserves that shaking and monkey it's cruel and results in those kids,never of peters readers by shooting a monkey its cruel and results in those woods,0.0,0.0,0.0,0.5384615384615384,0.5,0.7307692307692308,0.46153846153846156,0.4,0.5846153846153846
common_voice_en_106483,He wrapped the twigs in a piece of cloth and put them back in his bag.,here the twigs and the piece of cloth and put them by the spell,erupted truce and peace of po portland and though,here at the twigs in the piece of cloth and put them in bed,0.5,0.5,0.7142857142857143,0.9375,0.9375,0.9930555555555556,0.375,0.375,0.5535714285714286
common_voice_en_17353447,What else can I do?,what else can i do ,what else can i do,what else can i do,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
common_voice_en_17585845,"He's an idol, but he's not a saint.",he's an idol but he's that same,he's not i don't but he's got austen,this ithout he stared at an,0.375,0.375,0.5535714285714286,0.75,0.6666666666666666,0.859375,1.0,1.0,1.0
common_voice_en_121475,I had seen all that it would presently bring me.,i had seen all that it would presently bring me ,when i see it all to president enemy,i had seen all day with presently bring me,0.0,0.0,0.0,0.9,0.9,0.9875,0.3,0.3,0.4555555555555556
common_voice_en_101919,Wait for the end of the war.,wait for the end of the war,we'll try again not dumb,what for the end of the war,0.0,0.0,0.0,1.0,1.0,1.0,0.14285714285714285,0.14285714285714285,0.26530612244897966
common_voice_en_17353779,"They found all sorts of drugs at Howard's house: Cocaine, meth, heroine...",the phone all sorts of drugs and howard's house cocaine meth heroin,to follow bullet social clubs and hotels coconut healing,the fall also of dogs and holds houseman,0.3333333333333333,0.3333333333333333,0.5555555555555556,1.0,1.0,1.0,0.9166666666666666,0.9166666666666666,0.9895833333333334
common_voice_en_17452090,"Don't worry, I took a cab to get home safely.",don't worry i thought it had it get safer,how long's were the law her newt acutely what are the,don't foretokened by a safe,0.6,0.6,0.8222222222222222,1.1,1.0,1.0,0.8,0.8,0.9199999999999999
common_voice_en_17393438,"Yes, it would be difficult.",the bjp could ,you see for the people,the sentence,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
common_voice_en_17265586,Can I get the sandwich without pickles?,when i get the sandwich without pickles,and it ended in says sensations out the koontz,sassenach miseries,0.14285714285714285,0.14285714285714285,0.26530612244897966,1.2857142857142858,1.0,1.0,1.0,1.0,1.0
common_voice_en_16047528,"In Ireland, the butter is always salted, why would anyone want it any other way?",in ireland the butter is always salted why would anyone want it any other way,and i know him to jet he's always counted why would anyone want to any other way,an island the water is always salted why would any one wanted any other way,0.0,0.0,0.0,0.6,0.5294117647058824,0.7490196078431373,0.4,0.4,0.64
common_voice_en_17248052,"I like the avenger of the new episode, he really is a badass.",i like the imgur of new episode he really is about us,i like the amateur all new look at the the relays about us,i like the image of new piled here is a balance,0.3076923076923077,0.3076923076923077,0.48076923076923084,0.7692307692307693,0.7692307692307693,0.9467455621301775,0.46153846153846156,0.46153846153846156,0.6573426573426573
common_voice_en_17258258,"Birds feed their offspring with spiders, worms, slugs and bugs.",birds see their offsprings with spiders or slugs and bugs,currency in their war heroes or it's buyers are are chosen bums,bird seed their strings with spiders were logs and boats,0.3,0.3,0.51,1.1,0.9166666666666666,0.9916666666666667,0.6,0.6,0.84
common_voice_en_125010,It was such a gradual movement that he found it only by noticing the dots.,it was such a gradual movement that he found it only by noticing and dots the the the,it was such a gradual lou the foundered on me but i noticed in knots,it was such a gradual slope that he found it ambition a dusarian annihilation ,0.26666666666666666,0.2222222222222222,0.274074074074074,0.6666666666666666,0.6666666666666666,0.8888888888888888,0.4,0.4,0.6142857142857143
common_voice_en_15903760,"When he got the call, Ali ran out of the store, down the street, and into the car.",when he got the call ali ran out of the store down the street and into the car ,when he got the comet halley ran out of the story down the street n. e. into the car,when he got the call all ran out of the store down the street and into the cart,0.0,0.0,0.0,0.2777777777777778,0.2631578947368421,0.42690058479532167,0.1111111111111111,0.1111111111111111,0.2098765432098766
common_voice_en_165141,But in his heart he knew that it did matter.,but in his heart he knew that it didn't matter ,bikinis hot they knew they didn't let him,bodies heart he knew that it did matter,0.1,0.1,0.18999999999999995,0.9,0.9,0.9875,0.3,0.3,0.38750000000000007
common_voice_en_16048321,Volleyball is almost equally popular in both genders.,the bowling ball is almost equally popular in both genders,you'd pull your thing for them,women boisterous genders,0.375,0.3,0.38750000000000007,1.0,1.0,1.0,0.875,0.875,0.9583333333333334
common_voice_en_17289234,"After lurking for a minute, the crocodile quickly sprang toward the young hippopotamus and ate it.",after learning for a minute the crocodile quickly sprang toward the young hippopotamus and ate it ,after looking for an integral cut he's gotta wonder young people courthouse and eat it,after looking for mineral teleprinter the young people athamas and aided,0.0625,0.0625,0.12109375,0.75,0.75,0.9333333333333333,0.75,0.75,0.9090909090909091
common_voice_en_17824000,But what are we to do?,but what are we to do ,but what are we to do,but what are we to do,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
common_voice_en_114955,The boy told him then that he needed to get to the Pyramids.,is the ward told him then that he needed to get through the pyramids,it's no more gordon bennett is it's feed of the good rapes,the batoum then the etceteras,0.23076923076923078,0.21428571428571427,0.3351648351648352,1.0,1.0,1.0,0.7692307692307693,0.7692307692307693,0.8615384615384616
common_voice_en_17938003,The longest journey begins with the first step.,the longest journey begins with the first step,the longer storming the gains weight or forster,the longer donegan sweeter for step,0.0,0.0,0.0,0.875,0.875,0.984375,0.75,0.75,0.9166666666666666
common_voice_en_118035,The thing itself was almost entirely buried in sand.,the thing itself was almost entirely buried in sand,the thing itself was almost unheard of my intent,the thing i shall was almost entirely barred in san,0.0,0.0,0.0,0.4444444444444444,0.4444444444444444,0.691358024691358,0.4444444444444444,0.4,0.6000000000000001
common_voice_en_117338,I'll be right there.,i'll be right there,are you the right then,albeit there,0.0,0.0,0.0,1.0,0.8,0.95,0.75,0.75,0.875
common_voice_en_152169,What is the movie schedule in the neighborhood,what is the movie schedule in the neighborhood,what is the movie schedule and the neighborhood,what is the movie schedule in the neighborhood,0.0,0.0,0.0,0.125,0.125,0.234375,0.0,0.0,0.0
common_voice_en_103112,He and his family went up north to the Arctic Circle to meet Santa Claus in Finland.,he and his family went up north to the arctic circle to meet santa claus in finland,he and his family you weren't at moscow's arctic soaking tub needs and it'll come from,he and his family went up not to the attic oatmeal and fill,0.0,0.0,0.0,0.7058823529411765,0.7058823529411765,0.9080882352941176,0.5294117647058824,0.5294117647058824,0.7104072398190044
common_voice_en_17776051,Not in a month of Sundays.,better the,there are,amasai,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
common_voice_en_125540,"""Somewhere you are holding the person I love,"" the boy said.",somewhere you are holding the person i love the boy the boy said,some worry morally numbers among the way it was sad,somewhere you are holding in the person of the boy the boy said,0.18181818181818182,0.15384615384615385,0.15384615384615385,1.0,1.0,1.0,0.36363636363636365,0.3076923076923077,0.43356643356643354
common_voice_en_168331,"""What are you doing here?"" one of the figures demanded.",what are you doing here one of the figures demanded,would you doing here one of the figures demand it,what are you doing here one of the figures demanded,0.0,0.0,0.0,0.4,0.36363636363636365,0.51,0.0,0.0,0.0
common_voice_en_17274212,Have you met Catherine?,have you met kathryn,the whole heavy make cash from whom,have you met catherine,0.25,0.25,0.4375,1.75,1.0,1.0,0.0,0.0,0.0
common_voice_en_175502,A sleeping toddler has toppled out of his crib,a sleeping toddler as toppled out of his crib,and should include or as to look out of the screen,a sleeping dolores told out of his crime,0.1111111111111111,0.1111111111111111,0.2098765432098766,1.0,0.8181818181818182,0.9595959595959596,0.4444444444444444,0.4444444444444444,0.6527777777777778
common_voice_en_1175989,"The very next day, he woke refreshed.",the waiting next day he woke refreshed,the lady next day he woke refreshed,the waiting next day he woke refreshed,0.14285714285714285,0.14285714285714285,0.26530612244897966,0.14285714285714285,0.14285714285714285,0.26530612244897966,0.14285714285714285,0.14285714285714285,0.26530612244897966
common_voice_en_15733742,The worst wheel always creaks most.,the worst room was creek's most,those who ask be expelled,the rest ministries,0.5,0.5,0.75,1.0,1.0,1.0,0.8333333333333334,0.8333333333333334,0.9444444444444444
common_voice_en_17956817,Fair exchange is no robbery.,the exchange is no robbery,to chant is no problem,he exchanges no robbery,0.2,0.2,0.3599999999999999,0.6,0.6,0.84,0.6,0.6,0.8
common_voice_en_17796041,An irregular petty war an armed mountaineer.,the regular patti war unarmed monk near ,hey look back to work normally knew that,revelation and armed men one,0.8571428571428571,0.8571428571428571,0.9795918367346939,1.1428571428571428,1.0,1.0,1.0,1.0,1.0
common_voice_en_17388981,This variable is set to indicate the present time.,this variable is set to indicate the present time,this will elicit going to get the present time,this very well as saturn care the present time,0.0,0.0,0.0,0.4444444444444444,0.4444444444444444,0.691358024691358,0.5555555555555556,0.5555555555555556,0.8024691358024691
common_voice_en_175889,The microphone put out a muffled signal.,the microphone put out a muffled signal,the microphone brown waldholtz little bit,the microphone put out a muffled signal,0.0,0.0,0.0,0.7142857142857143,0.7142857142857143,0.9047619047619048,0.0,0.0,0.0
common_voice_en_16812,"""But don't worry,"" the alchemist continued.",but don't worry the alchemist continued,don't worry the alchemist continued,but don't worry the alchemist continued,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666663,0.0,0.0,0.0
common_voice_en_17283664,A new remuneration scheme has been announced by the government.,a new remuneration scheme has been announced by the government,and then mirroring the narration scheme has been announced by the government,a new regeneration scheme has been enhanced by the government,0.0,0.0,0.0,0.5,0.4166666666666667,0.5916666666666667,0.2,0.2,0.3599999999999999
common_voice_en_17923118,This section deals with the caveats of the proposed method.,this section deals with the caveats of the proposed method,this section he deals with dick covey out stall the proposed method,this section deals with the cadets of the proposed method,0.0,0.0,0.0,0.5,0.4166666666666667,0.5916666666666667,0.1,0.1,0.18999999999999995
common_voice_en_17391288,"On a scale from one (for not at all) and ten (for very much), how much pain do you feel?",i'm a scale from one for not at all on ten very much how much pain do you feel,rescued from one for more for a long arm been overly large all marjorie to use the u.,katerina for more adoration were much on much elise,0.15,0.15,0.23947368421052628,0.85,0.85,0.975,0.85,0.85,0.95
common_voice_en_17280163,We took a visit to a seed bank last week.,we took a visit to a seed bank last week,actually we set a visitor's agreed on to say that i lost we are,we took her visit to a sad bank last week,0.0,0.0,0.0,1.1,0.7857142857142857,0.9357142857142857,0.2,0.2,0.3599999999999999
common_voice_en_17270158,"After the dance, they went straight home.",after the dance the way straight on,i go don't know wait it'll hit it,after the dance the wildcat,0.42857142857142855,0.42857142857142855,0.6734693877551021,1.1428571428571428,1.0,1.0,0.5714285714285714,0.5714285714285714,0.7428571428571429
common_voice_en_17297655,However did you manage that?,however did you manage that,the one the humanity that,however the humanity,0.0,0.0,0.0,0.8,0.8,0.96,0.8,0.8,0.9333333333333333
common_voice_en_17897035,"What the eye doesn't see, the heart doesn't grieve over.",what the eye doesn't see the heart doesn't grieve over,what the ins and see the heart isn't grieve over,what the eye doesn't see the heart doesn't grieve over,0.0,0.0,0.0,0.3,0.3,0.51,0.0,0.0,0.0
common_voice_en_139145,I didn't know whose it was.,i didn't know whose it was,i didn't know who still works,i didn't know whose it was,0.0,0.0,0.0,0.5,0.5,0.75,0.0,0.0,0.0
common_voice_en_178056,Are you enjoying London?,enjoy london,uh huh get up and can only one doughnut,i can,0.75,0.75,0.875,2.25,1.0,1.0,1.0,1.0,1.0
common_voice_en_101613,Nothing personal in it.,nothing personal in it ,but the buzz on saturday,not any personal in it,0.0,0.0,0.0,1.25,1.0,1.0,0.5,0.4,0.55
common_voice_en_17716622,"Just, how big is that closet?",just how big is that closet,just how big is that goes to come,just the biggest that closet,0.0,0.0,0.0,0.5,0.375,0.47916666666666663,0.5,0.5,0.7
common_voice_en_17730642,Comprising all men capable of bearing arms.,compromising all men capable of bearing arms,compromising all men capable of bearing arms,compromising all men capable of bearing arms,0.14285714285714285,0.14285714285714285,0.26530612244897966,0.14285714285714285,0.14285714285714285,0.26530612244897966,0.14285714285714285,0.14285714285714285,0.26530612244897966
common_voice_en_17360130,"""I don't know,"" she said.",i don't know she said,i don't know she said,i don't know she said,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
common_voice_en_170169,Can you hear me?,can you hear me,can you hear me,can you hear me,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
common_voice_en_17276454,Thirty-two Turkish tourists took a trip to a turkey farm.,two turkish tourists took a trip to a turkey har ,reviewed currents and come true or turkey or,to trescorre to trick to a turkey or,0.2,0.2,0.3599999999999999,0.9,0.9,0.9875,0.7,0.7,0.8875
common_voice_en_17265584,What do you want of me?,what do you want of me,bob do you bite off me,but do you like of me,0.0,0.0,0.0,0.5,0.5,0.75,0.3333333333333333,0.3333333333333333,0.5555555555555556
common_voice_en_17356866,"It frightened the deer, scaring her into the road.",the,that years than that,presentation,0.8888888888888888,0.8888888888888888,0.8888888888888888,1.0,1.0,1.0,1.0,1.0,1.0
common_voice_en_17264720,"When blending is activated, the alpha channel is used to encode the opacity of a texture.",when lending is actuated the alpha channel is used to cause the passage of a lecture,when laziness is a two way to be all for channel he's used to call bit positive that picture pod,when blanden is actuated the alpaca is used to incredibility of a lecture,0.3125,0.3125,0.52734375,0.9375,0.75,0.921875,0.5,0.5,0.6923076923076923
common_voice_en_13472957,Smooth water runs deep,smooth water rooms deep,smith whatever is needed,smatter rooms deep,0.25,0.25,0.4375,1.0,1.0,1.0,0.75,0.75,0.9166666666666666
common_voice_en_1742052,I saw that once before.,i saw that once before,are you sold that was before,i saw that once before,0.0,0.0,0.0,0.8,0.6666666666666666,0.8666666666666667,0.0,0.0,0.0
common_voice_en_168907,Nobody's going to rush me into anything!,nobody's going to rush me into anything,nobody's going to rush mean anything,nobody's going to rush me and then,0.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.40476190476190477,0.2857142857142857,0.2857142857142857,0.4897959183673469
common_voice_en_15733954,Katy Perry is a famous American singer.,katy perry is a famous american singer ,category is suffering of them are concerned,kitty parries a famous emergency,0.0,0.0,0.0,1.0,1.0,1.0,0.7142857142857143,0.7142857142857143,0.8857142857142857
common_voice_en_15663822,Make a virtue of necessity,make a virtue of necessity ,make a good show off his shirt,make a virtue of mississippi,0.0,0.0,0.0,1.0,0.7142857142857143,0.8857142857142857,0.2,0.2,0.3599999999999999
common_voice_en_17267738,"Let's start it all over again, how about that?",let's start it all over again how about that,let's start it all over again how about that,let's start it all over again how about that,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
common_voice_en_107113,Two boys on ice skates race on an outdoor ice rink.,two boys on ice skates rays on an outdoor ice rink,two boys on my skates raise all about your eyes read,two boys unless skates raised on a motor is in,0.09090909090909091,0.09090909090909091,0.17355371900826455,0.6363636363636364,0.6363636363636364,0.8677685950413223,0.6363636363636364,0.6363636363636364,0.8545454545454545
common_voice_en_17269333,Are you going to Kyoto this June?,are you going to kyoto this june,i gonna get your known as jan what,are you going to cut this tree,0.0,0.0,0.0,1.1428571428571428,1.0,1.0,0.2857142857142857,0.2857142857142857,0.4897959183673469
common_voice_en_13496,"But, most important, he was able every day to live out his dream.",but most important he was able every day to live out his dream,but most important he was a little every day to live out his dream,but most important he was able every day to live out his dream,0.0,0.0,0.0,0.15384615384615385,0.14285714285714285,0.20879120879120883,0.0,0.0,0.0
common_voice_en_171538,The alchemist followed as the boy's horse ran for almost half an hour.,the alchemist followed as the boys horse ran for almost half an hour,the company's followed as the police horse ran for almost half now and,the oculist holloas the voice horse ran for almost half nowhere,0.0,0.0,0.0,0.3076923076923077,0.3076923076923077,0.5207100591715976,0.46153846153846156,0.46153846153846156,0.6573426573426573
common_voice_en_154406,Sand is kicked up as two animals run,sanders kicked up as two animals run,sam used to get up there's two animals were on,sandy kicked up as to animals run,0.25,0.25,0.3571428571428572,0.875,0.7,0.8875,0.375,0.375,0.5535714285714286
common_voice_en_155988,Man in Santa suit socializes at holiday event.,man in santa suit socializes at heart event ,mannequins and tissue socializing the hundred grand,men in satisfies at hard over,0.125,0.125,0.234375,1.0,1.0,1.0,0.75,0.75,0.9166666666666666
common_voice_en_17282729,"Okay, that seems fair.",okay that seems fair ,alternate bentsen's senate,katharine,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
common_voice_en_17278760,"No matter how much he offered, Scott would not accept the deal.",the murder how much he offered scott would not accept the deal,a new minimum she offers felon accept being done,a man how much onfortunate deal,0.16666666666666666,0.16666666666666666,0.30555555555555547,0.9166666666666666,0.9166666666666666,0.9907407407407407,0.75,0.75,0.875
common_voice_en_17836243,Algorithms are simple to implement.,the guys in the same period in two minutes,a great then does seem to do nothing,against,1.8,1.0,1.0,1.4,0.875,0.975,1.0,1.0,1.0
common_voice_en_175041,"""I'm going with you,"" the boy said.",the morning i'm going with you the boy said ,i'm dying review the boy said,i am going with you the boy said,0.2857142857142857,0.2222222222222222,0.2222222222222222,0.42857142857142855,0.42857142857142855,0.6190476190476191,0.2857142857142857,0.25,0.3571428571428572
common_voice_en_17293552,"Ironically, you just gave me the perfect alibi.",identity you'll just give me the perfect alibi,,adeline me the perfect alibi,0.375,0.375,0.609375,1.0,1.0,1.0,0.5,0.5,0.6
common_voice_en_17275584,He has modified a t-rex game for a Christmas event.,he has modified a two t-rex game for christmas event,he has modified it you next game for christmas eve them,he has modified the tuscan for christmas eve,0.2,0.18181818181818182,0.18999999999999995,0.6,0.5454545454545454,0.7727272727272727,0.5,0.5,0.6875
common_voice_en_17258297,"Check the copyright, trademark and patent information contained on the website.",check the copyright trademark and buried information contained on the website ,check the copyright trademark conveying information contained on wednesday,check the copyright trade mark and being formation contained in the website,0.09090909090909091,0.09090909090909091,0.17355371900826455,0.36363636363636365,0.36363636363636365,0.505050505050505,0.45454545454545453,0.4166666666666667,0.6287878787878788
common_voice_en_163020,He said that everything has its own destiny.,he said that everything has it's own destiny,he said that everything has it's own destiny,he said that everything has its own destiny,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
common_voice_en_129603,"a lot of patience, but shepherds know all about patience.",a lot of patience but shepherds know all about patience ,a lot of patience but shepherds know all about patients,a lot of patience but shepherds know all about patients,0.0,0.0,0.0,0.1,0.1,0.18999999999999995,0.1,0.1,0.18999999999999995
common_voice_en_124873,Did she discuss it with you?,did she discuss it with you,did you discuss the water you,did she discuss in a few,0.0,0.0,0.0,0.5,0.5,0.75,0.5,0.5,0.75
common_voice_en_15733858,"Next time it rains, please call me.",next time it drains please call me,next time it rains piece of clothing,next time it rains lecolle,0.14285714285714285,0.14285714285714285,0.26530612244897966,0.42857142857142855,0.42857142857142855,0.6734693877551021,0.42857142857142855,0.42857142857142855,0.5428571428571429
common_voice_en_15743189,The ink stain dried on the finished page.,they ain't the dried on the finished page,the old sitting right on thursday,he intended on the finished ,0.375,0.375,0.609375,0.75,0.75,0.9166666666666666,0.625,0.625,0.775
common_voice_en_17344943,Did anyone else share this lab at the time?,did anyone else shared the slept at the time,in the anew on our charities that aunt out,it anyone shared the tanaitic,0.3333333333333333,0.3333333333333333,0.5555555555555556,1.0,1.0,1.0,0.7777777777777778,0.7777777777777778,0.9111111111111111
common_voice_en_172994,"After the accident, his bicycle had to be repaired.",after the accident his bicycle had to be repaired,after the accident his bicycle had to be repaired,after the accident his bicycle had to be repaired,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
common_voice_en_17758238,I have it here.,i had to,here,i heard her,0.75,0.75,0.9166666666666666,0.75,0.75,0.75,0.75,0.75,0.9166666666666666
common_voice_en_128194,But the Englishman was exultant.,but the englishman was exultant,but the englishman was exultant,but the englishman was exultant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
